source_id,market_scope,source_name,operator,source_url,trust_tier,default_output,promotable_status,best_for,refresh_cadence,access_boundary,acceptance_rule,downgrade_rule,status,last_reviewed,notes
industry_iai,global,International Aluminium Institute,IAI,https://international-aluminium.org/,A,market_source_result,verified_source,全球铝产量;库存;回收率,monthly,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=reference; half_life=720h; family=research; collection=reference_metadata
industry_icsg,global,ICSG (International Copper Study Group),ICSG,https://www.icsg.org/,A,market_source_result,verified_source,全球铜供需;矿山产量;精炼铜,monthly,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=reference; half_life=720h; family=research; collection=reference_metadata
industry_insg,global,INSG (International Nickel Study Group),INSG,https://insg.org/,A,market_source_result,verified_source,全球镍供需;产量;库存;价格,monthly,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=market_data; half_life=24h; family=price_proxy; collection=reference_metadata; cross_validation_group=market_data:global:general
industry_ilzsg,global,ILZSG (International Lead and Zinc Study Group),ILZSG,https://www.ilzsg.org/,A,market_source_result,verified_source,全球铅锌供需;矿山产量;精炼产量,monthly,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=reference; half_life=720h; family=research; collection=reference_metadata
industry_eia_steo,us,EIA STEO,EIA,https://www.eia.gov/outlooks/steo/,S,event_candidates,verified_source,短期能源展望;价格预测;供需平衡,monthly,公开网页；无频率限制,official_source_directly_citable,never_downgrade,active,2026-06-27,signal_type=market_data; half_life=24h; family=price_proxy; collection=reference_metadata; cross_validation_group=market_data:us:general
industry_gwec,global,GWEC (Global Wind Energy Council),GWEC,https://gwec.net/,A,market_source_result,verified_source,全球风电装机;市场展望;政策数据,quarterly,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=market_data; half_life=168h; family=announcement; collection=reference_metadata; cross_validation_group=market_data:global:general
industry_solarpower_europe,eu,SolarPower Europe,SolarPower Europe,https://www.solarpowereurope.org/,A,market_source_result,verified_source,欧洲光伏装机;市场展望;政策分析,annual,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=policy; half_life=720h; family=announcement; collection=reference_metadata
industry_cpia,cn,中国光伏行业协会,中国光伏行业协会,https://www.chinapv.org.cn/,A,market_source_result,verified_source,中国光伏产业数据;产能;产量;出口,quarterly,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=market_data; half_life=168h; family=research; collection=reference_metadata; cross_validation_group=market_data:cn:general
industry_bnef,global,BloombergNEF,Bloomberg,https://about.bnef.com/,A,market_source_result,verified_source,清洁能源;电动车;电池;氢能;碳市场,quarterly,付费订阅制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=reference; half_life=720h; family=research; collection=reference_metadata
industry_mckinsey_mgi,global,McKinsey Global Institute,McKinsey & Company,https://www.mckinsey.com/mgi,A,event_candidates,verified_source,全球经济研究;产业趋势;生产力;技术影响,quarterly,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=research; half_life=168h; family=research; collection=reference_metadata
industry_counterpoint,global,Counterpoint Research,Counterpoint,https://www.counterpointresearch.com/,A,market_source_result,verified_source,手机;IoT;可穿戴;半导体市场追踪,monthly,付费报告;免费博客,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=reference; half_life=720h; family=research; collection=reference_metadata
industry_canalys,global,Canalys,Canalys,https://www.canalys.com/,A,market_source_result,verified_source,智能手机;PC;云基础设施出货数据,quarterly,付费订阅制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=market_data; half_life=168h; family=research; collection=reference_metadata; cross_validation_group=market_data:global:general
industry_omdia,global,Omdia,Informa Tech,https://omdia.tech.informa.com/,A,market_source_result,verified_source,科技产业链研究;显示面板;半导体;LED,quarterly,付费订阅制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=research; half_life=168h; family=research; collection=reference_metadata
industry_yole,global,Yole Intelligence,Yole Group,https://www.yolegroup.com/,A,market_source_result,verified_source,半导体;MEMS;传感器;先进封装;光电,quarterly,付费订阅制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=reference; half_life=720h; family=research; collection=reference_metadata
industry_trendforce,global,TrendForce,TrendForce,https://www.trendforce.com/,A,market_source_result,verified_source,存储芯片;面板;LED;新能源;半导体,quarterly,付费报告;免费新闻,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=reference; half_life=720h; family=research; collection=reference_metadata
industry_semi_wsts,global,WSTS (World Semiconductor Trade Statistics),WSTS,https://www.wsts.org/,A,market_source_result,verified_source,全球半导体销售统计;按地区按产品,monthly,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=reference; half_life=720h; family=research; collection=reference_metadata
industry_asml_public,global,ASML Public Data,ASML,https://www.asml.com/,A,event_candidates,verified_source,光刻机出货;技术路线;半导体设备趋势,quarterly,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=reference; half_life=720h; family=research; collection=reference_metadata
industry_tsmc_public,global,TSMC Public Data,TSMC,https://www.tsmc.com/,A,event_candidates,verified_source,晶圆代工;先进制程;产能利用率,monthly,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=reference; half_life=720h; family=research; collection=reference_metadata
industry_cpca_neva,cn,中国充电联盟,中国电动汽车充电基础设施促进联盟,https://www.evcipa.org.cn/,A,market_source_result,verified_source,充电桩数据;充电量;充电设施分布,monthly,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=market_data; half_life=168h; family=research; collection=reference_metadata; cross_validation_group=market_data:cn:general
industry_cable_co,cn,中国有色金属工业协会硅业分会,中国有色金属工业协会,https://www.siliconchina.org/,A,market_source_result,verified_source,硅料价格;硅片价格;光伏硅产业链,weekly,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=market_data; half_life=24h; family=price_proxy; collection=scheduled_api; cross_validation_group=market_data:cn:general
industry_antai_alloy,cn,安泰科,有色金属技术经济研究院,https://www.antaike.com/,A,market_source_result,verified_source,有色金属价格;供需分析;钴锂稀土,weekly,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=market_data; half_life=24h; family=price_proxy; collection=scheduled_api; cross_validation_group=market_data:cn:general
industry_smm,cn,上海有色网,上海有色网信息科技股份有限公司,https://www.smm.cn/,A,market_source_result,verified_source,有色金属价格;SMM现货价;电池材料价格,daily,部分免费;深度数据付费,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=market_data; half_life=24h; family=price_proxy; collection=scheduled_api; cross_validation_group=market_data:cn:general
industry_mysteel,cn,Mysteel (我的钢铁),上海钢联,https://www.mysteel.com/,A,market_source_result,verified_source,钢铁价格;铁矿石;焦煤;螺纹钢;库存数据,daily,部分免费;深度数据付费,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=market_data; half_life=24h; family=price_proxy; collection=scheduled_api; cross_validation_group=market_data:cn:general
industry_baichuan,cn,百川盈孚,北京百川盈孚科技有限公司,https://www.baiinfo.com/,B,market_source_result,candidate_hint,大宗商品价格;化工;有色;钢铁;能源,daily,部分免费;深度数据付费,cross_validation_required,three_consecutive_failures,active,2026-06-27,signal_type=market_data; half_life=24h; family=price_proxy; collection=scheduled_api; cross_validation_group=market_data:cn:general
industry_chemweek,global,Chemical Week,S&P Global,https://www.chemweek.com/,A,event_candidates,verified_source,化工行业新闻;价格;项目追踪;并购,hourly,付费订阅制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=news; half_life=168h; family=news; collection=news_scheduled; cross_validation_group=news:global
industry_plasticstoday,global,PlasticsToday,Informa,https://www.plasticstoday.com/,B,event_candidates,candidate_hint,塑料行业新闻;材料;加工;可持续发展,daily,公开网页；无频率限制,cross_validation_required,three_consecutive_failures,active,2026-06-27,signal_type=news; half_life=168h; family=news; collection=news_scheduled; cross_validation_group=news:global
industry_agricensus,global,Agricensus,Agricensus,https://www.agricensus.com/,B,market_source_result,candidate_hint,全球谷物油籽价格;黑海出口;运费,daily,付费订阅制,cross_validation_required,three_consecutive_failures,active,2026-06-27,signal_type=market_data; half_life=24h; family=price_proxy; collection=scheduled_api; cross_validation_group=market_data:global:general
media_bloomberg,global,Bloomberg,Bloomberg L.P.,https://www.bloomberg.com/,A,event_candidates,verified_source,全球财经新闻;行情;市场分析,hourly,付费订阅制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=news; half_life=168h; family=news; collection=news_scheduled; cross_validation_group=news:global
media_wsj,us,Wall Street Journal,Dow Jones,https://www.wsj.com/,B,event_candidates,candidate_hint,美国财经新闻;市场分析;深度报道,daily,付费订阅制,cross_validation_required,three_consecutive_failures,active,2026-06-27,signal_type=news; half_life=168h; family=news; collection=news_scheduled; cross_validation_group=news:us
media_ft,uk,Financial Times,Nikkei,https://www.ft.com/,B,event_candidates,candidate_hint,全球财经新闻;深度分析;评论,daily,付费订阅制,cross_validation_required,three_consecutive_failures,active,2026-06-27,signal_type=news; half_life=168h; family=news; collection=news_scheduled; cross_validation_group=news:uk
media_cnbc,us,CNBC,NBCUniversal,https://www.cnbc.com/,B,event_candidates,candidate_hint,财经新闻;市场实时;视频分析,daily,公开网页；无频率限制,cross_validation_required,three_consecutive_failures,active,2026-06-27,signal_type=news; half_life=168h; family=news; collection=news_scheduled; cross_validation_group=news:us
media_marketwatch,us,MarketWatch,Dow Jones,https://www.marketwatch.com/,B,event_candidates,candidate_hint,市场新闻;行情;个人理财;分析,daily,公开网页；无频率限制,cross_validation_required,three_consecutive_failures,active,2026-06-27,signal_type=news; half_life=168h; family=news; collection=news_scheduled; cross_validation_group=news:us
media_barrons,us,Barron's,Dow Jones,https://www.barrons.com/,B,event_candidates,candidate_hint,投资分析;市场展望;股票推荐,weekly,付费订阅制,cross_validation_required,three_consecutive_failures,active,2026-06-27,signal_type=reference; half_life=720h; family=research; collection=scheduled_api
media_spdji,global,S&P Dow Jones Indices,S&P Global,https://www.spglobal.com/spdji/,A,market_source_result,verified_source,指数编制;S&P 500;道指;因子指数,quarterly,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=market_data; half_life=24h; family=price_proxy; collection=reference_metadata; cross_validation_group=market_data:global:general
media_ftserussell,global,FTSE Russell,LSEG,https://www.ftserussell.com/,A,market_source_result,verified_source,指数编制;FTSE指数;Russell指数;分类,quarterly,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=market_data; half_life=24h; family=price_proxy; collection=reference_metadata; cross_validation_group=market_data:global:general
media_moodys,global,Moody's,Moody's Corporation,https://www.moodys.com/,A,event_candidates,verified_source,信用评级;主权评级;行业研究,quarterly,付费报告;免费评级摘要,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=research; half_life=168h; family=research; collection=reference_metadata
media_sp_ratings,global,S&P Global Ratings,S&P Global,https://www.spglobal.com/ratings/,A,event_candidates,verified_source,信用评级;主权评级;行业研究,quarterly,付费报告;免费评级摘要,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=research; half_life=168h; family=research; collection=reference_metadata
media_fitch,global,Fitch Ratings,Fitch Group,https://www.fitchratings.com/,A,event_candidates,verified_source,信用评级;主权评级;行业研究,quarterly,付费报告;免费评级摘要,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=research; half_life=168h; family=research; collection=reference_metadata
media_nber,us,NBER,National Bureau of Economic Research,https://www.nber.org/,B,event_candidates,candidate_hint,经济学研究;工作论文;经济周期认定,weekly,公开网页；无频率限制,cross_validation_required,three_consecutive_failures,active,2026-06-27,signal_type=research; half_life=168h; family=research; collection=scheduled_api
media_ssrn,global,SSRN (Social Science Research Network),Elsevier,https://www.ssrn.com/,B,event_candidates,candidate_hint,学术预印本;经济学;金融;法律研究,weekly,公开网页；无频率限制,cross_validation_required,three_consecutive_failures,active,2026-06-27,signal_type=research; half_life=168h; family=research; collection=scheduled_api
media_brookings,us,Brookings Institution,Brookings,https://www.brookings.edu/,B,event_candidates,candidate_hint,公共政策研究;经济;外交;治理;科技,weekly,公开网页；无频率限制,cross_validation_required,three_consecutive_failures,active,2026-06-27,signal_type=policy; half_life=720h; family=announcement; collection=scheduled_api
media_piie,us,Peterson Institute for International Economics,PIIE,https://www.piie.com/,B,event_candidates,candidate_hint,国际经济研究;贸易;金融;汇率;制裁,weekly,公开网页；无频率限制,cross_validation_required,three_consecutive_failures,active,2026-06-27,signal_type=market_data; half_life=24h; family=price_proxy; collection=scheduled_api; cross_validation_group=market_data:us:general
media_bruegel,eu,Bruegel,Bruegel,https://www.bruegel.org/,B,event_candidates,candidate_hint,欧洲经济政策研究;贸易;数字;气候;金融,weekly,公开网页；无频率限制,cross_validation_required,three_consecutive_failures,active,2026-06-27,signal_type=policy; half_life=168h; family=research; collection=scheduled_api
media_cepr,eu,CEPR (Centre for Economic Policy Research),CEPR,https://cepr.org/,B,event_candidates,candidate_hint,经济政策研究;VoxEU;讨论论文,weekly,公开网页；无频率限制,cross_validation_required,three_consecutive_failures,active,2026-06-27,signal_type=policy; half_life=720h; family=announcement; collection=scheduled_api
media_nikkei,jp,日本経済新聞 (Nikkei),Nikkei Inc.,https://www.nikkei.com/,B,event_candidates,candidate_hint,日本财经新闻;亚洲经济;科技产业,daily,付费订阅制,cross_validation_required,three_consecutive_failures,active,2026-06-27,signal_type=news; half_life=168h; family=news; collection=news_scheduled; cross_validation_group=news:jp
media_nikkei_asia,asia,Nikkei Asia,Nikkei Inc.,https://asia.nikkei.com/,B,event_candidates,candidate_hint,亚洲财经新闻;供应链;科技产业,daily,部分免费;全文付费,cross_validation_required,three_consecutive_failures,active,2026-06-27,signal_type=news; half_life=168h; family=news; collection=news_scheduled; cross_validation_group=news:asia
media_scmp,hk,South China Morning Post,Alibaba Group,https://www.scmp.com/,B,event_candidates,candidate_hint,香港和中国新闻;财经;科技;政治,daily,公开网页；无频率限制,cross_validation_required,three_consecutive_failures,active,2026-06-27,signal_type=news; half_life=168h; family=news; collection=news_scheduled; cross_validation_group=news:hk
media_economist,global,The Economist,The Economist Group,https://www.economist.com/,B,event_candidates,candidate_hint,全球政治经济;深度分析;EIU国别报告,weekly,付费订阅制,cross_validation_required,three_consecutive_failures,active,2026-06-27,signal_type=research; half_life=168h; family=research; collection=scheduled_api
media_bbc_business,global,BBC Business,BBC,https://www.bbc.com/business,B,event_candidates,candidate_hint,全球商业新闻;经济报道,daily,公开网页；无频率限制,cross_validation_required,three_consecutive_failures,active,2026-06-27,signal_type=news; half_life=168h; family=news; collection=news_scheduled; cross_validation_group=news:global
media_cnn_business,us,CNN Business,Warner Bros. Discovery,https://www.cnn.com/business,B,event_candidates,candidate_hint,美国商业新闻;市场报道,daily,公开网页；无频率限制,cross_validation_required,three_consecutive_failures,active,2026-06-27,signal_type=news; half_life=168h; family=news; collection=news_scheduled; cross_validation_group=news:us
media_fortune,global,Fortune,Fortune Media,https://fortune.com/,B,event_candidates,candidate_hint,商业新闻;财富500强;公司分析,daily,公开网页；无频率限制,cross_validation_required,three_consecutive_failures,active,2026-06-27,signal_type=news; half_life=168h; family=news; collection=news_scheduled; cross_validation_group=news:global
media_forbes,global,Forbes,Forbes Media,https://www.forbes.com/,B,event_candidates,candidate_hint,商业新闻;企业家;投资;科技,daily,公开网页；无频率限制,cross_validation_required,three_consecutive_failures,active,2026-06-27,signal_type=news; half_life=168h; family=news; collection=news_scheduled; cross_validation_group=news:global
media_business_insider,global,Business Insider,Axel Springer,https://www.businessinsider.com/,B,event_candidates,candidate_hint,商业新闻;科技;市场;策略,daily,公开网页；无频率限制,cross_validation_required,three_consecutive_failures,active,2026-06-27,signal_type=news; half_life=168h; family=news; collection=news_scheduled; cross_validation_group=news:global
media_dealbook_nyt,us,NYT DealBook,The New York Times,https://www.nytimes.com/section/business/dealbook,B,event_candidates,candidate_hint,并购;IPO;私募股权;风险投资新闻,daily,付费订阅制,cross_validation_required,three_consecutive_failures,active,2026-06-27,signal_type=news; half_life=168h; family=news; collection=news_scheduled; cross_validation_group=news:us
media_pitchbook,global,PitchBook,Morningstar,https://pitchbook.com/,A,event_candidates,verified_source,VC/PE数据;融资;退出;估值;LP,quarterly,付费订阅制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=market_data; half_life=168h; family=research; collection=reference_metadata; cross_validation_group=market_data:global:general
media_crunchbase,global,Crunchbase,Crunchbase,https://www.crunchbase.com/,B,event_candidates,candidate_hint,初创公司数据;融资轮次;投资者;收购,monthly,部分免费;Pro付费,cross_validation_required,three_consecutive_failures,active,2026-06-27,signal_type=market_data; half_life=168h; family=research; collection=reference_metadata; cross_validation_group=market_data:global:general
media_cbinsights,global,CB Insights,CB Insights,https://www.cbinsights.com/,A,event_candidates,verified_source,科技市场情报;融资分析;行业图谱;新兴技术,quarterly,付费订阅制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=reference; half_life=720h; family=research; collection=reference_metadata
media_dealroom,global,Dealroom,Dealroom,https://dealroom.co/,B,event_candidates,candidate_hint,欧洲初创公司数据;融资;退出;生态系统,quarterly,部分免费;深度付费,cross_validation_required,three_consecutive_failures,active,2026-06-27,signal_type=market_data; half_life=168h; family=research; collection=reference_metadata; cross_validation_group=market_data:global:general
media_preqin,global,Preqin,Preqin,https://www.preqin.com/,A,market_source_result,verified_source,另类资产数据;PE;VC;对冲基金;房地产;基建,quarterly,付费订阅制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=market_data; half_life=168h; family=research; collection=reference_metadata; cross_validation_group=market_data:global:general
media_eiu,global,Economist Intelligence Unit,The Economist Group,https://www.eiu.com/,A,event_candidates,verified_source,国别风险;经济预测;行业分析;监管,quarterly,付费订阅制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=policy; half_life=720h; family=announcement; collection=reference_metadata
media_rhodium,global,Rhodium Group,Rhodium Group,https://rhg.com/,A,event_candidates,verified_source,中国经济研究;能源;气候;跨境投资,quarterly,部分免费;深度报告付费,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=research; half_life=168h; family=research; collection=reference_metadata
media_conference_board,global,The Conference Board,The Conference Board,https://www.conference-board.org/,A,market_source_result,verified_source,消费者信心;LEI;生产率;薪酬数据,monthly,付费报告;免费摘要,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=market_data; half_life=168h; family=research; collection=reference_metadata; cross_validation_group=market_data:global:general
media_oxford_economics,global,Oxford Economics,Oxford Economics,https://www.oxfordeconomics.com/,A,event_candidates,verified_source,全球经济预测;国别分析;产业展望,quarterly,付费订阅制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=reference; half_life=720h; family=research; collection=reference_metadata
media_capital_economics,global,Capital Economics,Capital Economics,https://www.capitaleconomics.com/,A,event_candidates,verified_source,宏观经济研究;市场分析;独立预测,monthly,付费订阅制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=macro; half_life=168h; family=research; collection=reference_metadata
swf_nbim,no,NBIM (挪威主权基金),Norges Bank Investment Management,https://www.nbim.no/,S,market_source_result,verified_source,全球最大主权基金;持仓披露;投资策略,quarterly,公开网页；无频率限制,official_source_directly_citable,never_downgrade,active,2026-06-27,signal_type=announcement; half_life=720h; family=announcement; collection=reference_metadata
swf_cic,cn,中投公司 (CIC),中国投资有限责任公司,https://www.china-inv.cn/,A,event_candidates,verified_source,中国主权财富基金;海外投资;年报,annual,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=reference; half_life=720h; family=research; collection=reference_metadata
swf_adia,ae,ADIA (阿布扎比投资局),Abu Dhabi Investment Authority,https://www.adia.ae/,A,event_candidates,verified_source,阿联酋主权基金;全球配置;投资策略,annual,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=reference; half_life=720h; family=research; collection=reference_metadata
swf_kia,kw,KIA (科威特投资局),Kuwait Investment Authority,https://www.kia.gov.kw/,A,event_candidates,verified_source,科威特主权基金;全球投资;储备管理,annual,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=reference; half_life=720h; family=research; collection=reference_metadata
swf_qia,qa,QIA (卡塔尔投资局),Qatar Investment Authority,https://www.qia.qa/,A,event_candidates,verified_source,卡塔尔主权基金;全球并购;科技投资,annual,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=reference; half_life=720h; family=research; collection=reference_metadata
swf_pif,sa,PIF (沙特公共投资基金),Public Investment Fund,https://www.pif.gov.sa/,A,event_candidates,verified_source,沙特主权基金;Vision 2030;科技;体育投资,quarterly,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=reference; half_life=720h; family=research; collection=reference_metadata
swf_gic,sg,GIC (新加坡政府投资公司),GIC Private Limited,https://www.gic.com.sg/,A,event_candidates,verified_source,新加坡主权基金;全球配置;长期投资,annual,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=reference; half_life=720h; family=research; collection=reference_metadata
swf_temasek,sg,Temasek (淡马锡),Temasek Holdings,https://www.temasek.com.sg/,A,event_candidates,verified_source,新加坡国有投资公司;亚洲投资;年报,annual,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=reference; half_life=720h; family=research; collection=reference_metadata
swf_kic,kr,KIC (韩国投资公社),Korea Investment Corporation,https://www.kic.kr/,A,event_candidates,verified_source,韩国主权基金;全球资产配置;另类投资,annual,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=reference; half_life=720h; family=research; collection=reference_metadata
swf_future_fund,au,Future Fund (澳大利亚未来基金),Future Fund Board of Guardians,https://www.futurefund.gov.au/,A,event_candidates,verified_source,澳大利亚主权基金;养老金;投资组合,quarterly,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=reference; half_life=720h; family=research; collection=reference_metadata
swf_calpers,us,CalPERS,California Public Employees' Retirement System,https://www.calpers.ca.gov/,A,event_candidates,verified_source,美国最大公共养老金;投资组合;PE配置,quarterly,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=reference; half_life=720h; family=research; collection=reference_metadata
swf_calstrs,us,CalSTRS,California State Teachers' Retirement System,https://www.calstrs.com/,A,event_candidates,verified_source,美国第二大公共养老金;投资;ESG,quarterly,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=reference; half_life=720h; family=research; collection=reference_metadata
swf_cpp,ca,CPP Investments (加拿大养老金),CPP Investment Board,https://www.cppinvestments.com/,A,event_candidates,verified_source,加拿大养老基金;全球投资;PE;基建;房地产,quarterly,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=reference; half_life=720h; family=research; collection=reference_metadata
swf_cdpq,ca,CDPQ (魁北克储蓄投资集团),Caisse de dépôt et placement du Québec,https://www.cdpq.com/,A,event_candidates,verified_source,魁北克养老金;全球投资;基建;可再生能源,quarterly,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=reference; half_life=720h; family=research; collection=reference_metadata
swf_otpp,ca,Ontario Teachers' Pension Plan,OTPP,https://www.otpp.com/,A,event_candidates,verified_source,加拿大教师养老金;全球投资;PE;基建,quarterly,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=reference; half_life=720h; family=research; collection=reference_metadata
swf_gpf,no,Government Pension Fund Norway,Folketrygdfondet,https://www.folketrygdfondet.no/,A,event_candidates,verified_source,挪威政府养老金(本土);北欧股票债券,quarterly,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-29,; activated_from_reserved; signal_type=reference; half_life=168h; family=research; collection=reference_metadata
swf_mubadala,ae,Mubadala Investment Company,Mubadala,https://www.mubadala.com/,A,event_candidates,verified_source,阿布扎比战略投资基金;科技;能源;医疗,annual,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=reference; half_life=720h; family=research; collection=reference_metadata
swf_nz_super,nz,NZ Super Fund,New Zealand Superannuation Fund,https://nzsuperfund.nz/,A,event_candidates,verified_source,新西兰超级年金;全球投资;气候变化,quarterly,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-29,; activated_from_reserved; signal_type=reference; half_life=168h; family=research; collection=reference_metadata
swf_apg,nl,APG Asset Management,APG,https://apg.nl/,A,event_candidates,verified_source,荷兰养老金管理;全球投资;ESG,quarterly,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=reference; half_life=720h; family=research; collection=reference_metadata
swf_uss,uk,USS (Universities Superannuation Scheme),USS,https://www.uss.co.uk/,A,event_candidates,verified_source,英国最大私人养老金;大学;投资组合,quarterly,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=reference; half_life=720h; family=research; collection=reference_metadata
alt_cambridge_associates,global,Cambridge Associates,Cambridge Associates,https://www.cambridgeassociates.com/,A,market_source_result,verified_source,PE/VC基准;另类投资数据;经理人研究,quarterly,付费订阅制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=market_data; half_life=168h; family=research; collection=reference_metadata; cross_validation_group=market_data:global:general
alt_burgiss,global,Burgiss,MSCI,https://www.burgiss.com/,A,market_source_result,verified_source,另类资产数据;私募市场基准;碳排放,quarterly,付费订阅制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=market_data; half_life=168h; family=research; collection=reference_metadata; cross_validation_group=market_data:global:general
alt_cliffwater,global,Cliffwater,Cliffwater,https://www.cliffwater.com/,A,market_source_result,verified_source,另类投资咨询;直接贷款指数;PE研究,quarterly,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=market_data; half_life=24h; family=price_proxy; collection=reference_metadata; cross_validation_group=market_data:global:general
alt_edhec_infra,global,EDHECinfra,EDHEC Infrastructure Institute,https://edhecinfra.com/,A,market_source_result,verified_source,基础设施投资数据;基准;ESG;估值,quarterly,部分免费;深度数据付费,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=market_data; half_life=168h; family=research; collection=reference_metadata; cross_validation_group=market_data:global:general
alt_artemis,global,Artemis ILS,Artemis,https://www.artemis.bm/,B,event_candidates,candidate_hint,巨灾债券;ILS;再保险连结证券,quarterly,公开网页；无频率限制,cross_validation_required,three_consecutive_failures,active,2026-06-27,signal_type=reference; half_life=720h; family=research; collection=reference_metadata
alt_swiss_re,global,Swiss Re,Swiss Re,https://www.swissre.com/,A,market_source_result,verified_source,再保险数据;sigma研究;巨灾损失;保险趋势,quarterly,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=market_data; half_life=168h; family=research; collection=reference_metadata; cross_validation_group=market_data:global:general
alt_munich_re,global,Munich Re,Munich Re,https://www.munichre.com/,A,market_source_result,verified_source,再保险数据;巨灾损失;保险市场报告,quarterly,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=market_data; half_life=168h; family=research; collection=reference_metadata; cross_validation_group=market_data:global:general
alt_lloyds,global,Lloyd's,Lloyd's of London,https://www.lloyds.com/,A,event_candidates,verified_source,保险市场;辛迪加数据;市场报告,quarterly,公开网页；无频率限制,structured_source_with_verification,stale_data_90d,active,2026-06-27,signal_type=market_data; half_life=168h; family=research; collection=reference_metadata; cross_validation_group=market_data:global:general
